Job_Number,Jobs_Gross_Margin_Percentage,Jobs_Gross_Margin,Labor_Pay,Labor_Burden,Material_Costs,PO_Costs,Labor,Equipment_Costs,Jobs_Total,Materials__Equip__POs_As_percent_of_Sales,Labor_Burden_as_percent_of_Sales,Labor_Pay_as_percent_of_Sales,Sold_Hours,Total_Hours_Worked,Total_Technician_Paid_Time,NonBillable_Hours,Jobs_Total_Costs,Is_Lead,Opportunity,Warranty,Recall,Converted,Jobs_Subtotal,Pricebook_Price,Income,Estimates,Jobs_Estimate_Sales_Subtotal,Jobs_Estimate_Sales_Installed,Materials__Equipment__PO_Costs,Lead Generated From Source
79487601,0.7789,706.4,139.67,60.87,0,0,906.94,0,906.94,0,0,0,1.75,1.07,3.28,-0.68,200.54,0,1,0,0,1,906.94,1073.99,906.94,0,0,0,0,Marketed Lead
62038480,0,-207.84,100.88,89.88,0,17.08,0,0,0,0,0,0,4,1.48,2.57,-2.52,207.84,0,1,0,0,0,0,0,0,0,0,0,17.08,Marketed Lead
62040418,0,-3.3,1.4,1.9,0,0,0,0,0,0,0,0,2,0.03,0.03,-1.97,3.3,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
62112967,0.577,162.29,57.13,61.83,0,0,356.25,0,281.25,0,21.98,20.31,1,1.08,1.47,0.08,118.96,0,1,0,0,1,281.25,427.51,281.25,3,281.25,281.25,0,Marketed Lead
66302026,0,-62.04,0,62.04,0,0,0,0,0,0,0,0,2,1.05,2.37,-0.95,62.04,0,0,0,1,0,0,0,0,1,0,0,0,Marketed Lead
66405444,0.0953,13.37,90.37,36.51,0,0,140.25,0,140.25,0,26.03,64.43,0.25,1.87,2.15,1.62,126.88,0,1,0,0,0,140.25,223.01,140.25,2,140.25,140.25,0,Marketed Lead
66416599,0.4111,1073.26,303.31,342.42,136.01,0,2661,756,2611,34.16,13.11,11.62,8,6,6.78,-2,1537.74,0,1,0,0,1,2611,3146,2611,2,2611,2611,892.01,Marketed Lead
66421711,-0.7211,-35.33,48.19,36.14,0,0,49,0,49,0,73.76,98.35,0,0.63,1.23,0.63,84.33,0,1,0,0,0,49,99,49,3,49,49,0,Marketed Lead
66426695,0,-91.13,44.84,46.29,0,0,0,0,0,0,0,0,0,0.78,1.07,0.78,91.13,0,1,0,0,0,0,0,0,1,0,0,0,Marketed Lead
66429142,-0.0647,-3.22,29.36,23.66,0,0,0,0,0,0,0,0,0,0.47,0.77,0.47,53.02,0,0,0,0,0,0,0,49.8,4,0,0,0,Marketed Lead
66435917,0.6982,670.55,84.06,86.56,0,119.23,960.4,0,960.4,12.41,9.01,8.75,3,1.52,2,-1.48,289.85,0,1,0,0,1,960.4,1348.07,960.4,1,960.4,196.25,119.23,Marketed Lead
66463829,0.9929,1682.74,6.3,5.71,0,0,1814.75,0,1694.75,0,0,0,3,0.1,0.1,-2.9,12.01,0,1,0,0,1,1694.75,2884.65,1694.75,0,0,0,0,Marketed Lead
66502469,0.0027,0.38,56.17,83.7,0,0,140.25,0,140.25,0,59.68,40.05,0.25,1.47,1.47,1.22,139.87,0,1,0,0,1,140.25,223.01,140.25,1,140.25,140.25,0,Marketed Lead
68959322,-0.5188,-25.42,39.23,35.19,0,0,49,0,49,0,0,0,0,0.62,0.93,0.62,74.42,0,1,0,0,0,49,99,49,3,0,0,0,Marketed Lead
68963483,0,-275.01,130.43,144.58,0,0,0,0,0,0,0,0,2,2.53,3.38,0.53,275.01,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
68979427,-1.6955,-83.08,75.96,56.12,0,0,49,0,49,0,114.53,155.02,0,0.98,1.98,0.98,132.08,0,1,0,0,0,49,99,49,3,49,49,0,Marketed Lead
68979459,0.2364,67.45,111.02,98.92,7.94,0,285.33,0,285.33,2.78,34.67,38.91,0.5,1.73,2.52,1.23,217.88,0,1,0,0,1,285.33,341.4,285.33,2,285.33,285.33,7.94,Marketed Lead
66704087,0.5722,1676.34,313.82,131.38,14.76,67.79,2929.85,725.76,2929.85,0,0,0,9.75,6.72,7.47,-3.03,1253.51,0,1,0,0,1,2929.85,3640.8,2929.85,0,0,0,808.31,Marketed Lead
66730834,0.7763,291.12,42.03,41.85,0,0,375,0,375,0,11.16,11.21,0.5,0.73,1,0.23,83.88,0,1,0,0,1,375,506.56,375,3,375,375,0,Marketed Lead
66792136,0.3867,46.4,55.34,18.26,0,0,120,0,120,0,15.21,46.12,0.25,0.93,1.32,0.68,73.6,0,1,0,0,0,120,161,120,2,120,120,0,Marketed Lead
66830942,0.8491,3579.66,182.83,206.4,246.91,0,4265.8,0,4215.8,5.79,4.84,4.29,6,3.62,3.98,-2.38,636.14,0,1,0,0,1,4215.8,6050.41,4215.8,3,4265.8,4265.8,246.91,Marketed Lead
66871379,-1.6939,-233.76,121.18,141.72,0,108.86,387,0,387,28.13,36.62,31.31,0.25,2.48,2.88,2.23,371.76,0,1,0,0,1,387,161,138,3,387,387,108.86,Marketed Lead
72805395,0.7406,748.63,118.98,135.07,8.14,0,1060.81,0,1010.81,0.77,12.73,11.22,2,2.37,2.9,0.37,262.18,0,1,0,0,1,1010.81,1282.12,1010.81,1,1060.81,1060.81,8.14,Marketed Lead
72831899,-0.648,-75.4,63.2,97.5,31.05,0,440.6,0,290.6,10.68,33.55,21.75,2.25,1.65,1.65,-0.6,191.75,0,1,0,0,1,290.6,285.24,116.35,2,290.6,290.6,31.05,Marketed Lead
72842127,-0.7018,-34.39,42.49,40.9,0,0,49,0,49,0,0,0,0,0.72,0.72,0.72,83.39,0,1,0,0,0,49,99,49,3,0,0,0,Marketed Lead
72842949,0.5347,725.03,236.18,175.97,218.89,0,1431.06,0,1356.06,16.03,12.89,17.3,3,3.08,3.08,0.08,631.03,0,1,0,0,1,1356.06,1676.72,1356.06,2,1365.06,1290.06,218.89,Marketed Lead
72849565,0.7999,457.09,46.78,67.53,0,0,671.4,0,571.4,0,11.82,8.19,1.75,1.18,1.18,-0.57,114.31,0,1,0,0,1,571.4,678.4,571.4,1,571.4,571.4,0,Marketed Lead
72851874,0,-131.67,69.84,61.83,0,0,0,0,0,0,0,0,2,1.08,1.77,-0.92,131.67,0,0,0,1,0,0,0,0,0,0,0,0,Marketed Lead
72862483,0.7697,331.76,75.11,24.14,0,0,431.01,0,431.01,0,5.6,17.43,0.5,1.17,1.9,0.67,99.25,0,1,0,0,1,431.01,483.01,431.01,3,431.01,431.01,0,Marketed Lead
79513101,0.8756,401.11,23.72,33.29,0,0,458.12,0,458.12,0,4.4,3.14,0.5,0.58,0.6,0.08,57.01,0,1,0,0,1,458.12,458.12,458.12,3,756.13,0,0,Marketed Lead
79516811,0.8846,998.88,92.23,35.53,2.6,0,1129.24,0,1129.24,0.23,3.15,8.17,2.25,1.82,2.33,-0.43,130.36,0,1,0,0,1,1129.24,1409.66,1129.24,1,1129.24,1129.24,2.6,Marketed Lead
79628017,0.8588,994.87,73.13,80.85,9.6,0,1208.45,0,1158.45,0.79,6.69,6.05,3.52,1.42,1.85,-2.1,163.58,0,1,0,0,1,1158.45,1208.45,1158.45,1,1208.45,1208.45,9.6,Marketed Lead
62113267,0,-67.82,42.14,25.68,0,0,0,0,0,0,0,0,2,0.45,1.1,-1.55,67.82,0,0,0,1,0,0,0,0,0,0,0,0,Marketed Lead
62114403,0.4088,106.38,37,82.73,0,34.14,260.25,0,260.25,13.12,31.79,14.22,2,1.4,0.85,-1.15,153.87,0,1,0,0,1,260.25,391.24,260.25,1,260.25,260.25,34.14,Marketed Lead
62221282,0,-435.1,186.68,248.42,0,0,0,0,0,0,0,0,2,4.1,4.75,2.1,435.1,0,0,0,1,0,0,0,0,0,0,0,0,Marketed Lead
62221918,0.6095,85.48,40.63,14.14,0,0,140.25,0,140.25,0,10.08,28.97,0.25,0.68,0.97,0.43,54.77,0,1,0,0,0,140.25,223.01,140.25,3,140.25,140.25,0,Marketed Lead
62228200,-0.2731,-13.59,34.05,29.29,0,0,0,0,0,0,0,0,0,0.48,0.87,0.48,63.34,0,0,0,0,0,0,0,49.75,0,0,0,0,Marketed Lead
62231242,0.4151,1005.27,297.01,356.69,41.92,49.2,2560.65,671.56,2560.65,29.78,13.93,11.6,5,6.25,7.07,1.25,1416.38,0,1,0,0,1,2560.65,138.55,2421.65,2,2560.65,2560.65,762.68,Marketed Lead
62351172,0.4544,963.19,353.75,463.22,41.57,298.01,2119.74,0,2119.74,16.02,21.85,16.69,6,8.12,8.42,2.12,1156.55,0,1,0,0,1,2119.74,2909.18,2119.74,3,2119.74,2119.74,339.58,Marketed Lead
62358726,0.5396,117.41,60.24,39.95,0,0,217.6,0,217.6,0,14.98,22.6,0.5,0.7,1.43,0.2,100.19,0,1,0,0,1,217.6,446.02,217.6,2,266.6,217.6,0,Marketed Lead
62401640,0.5523,210.33,82.66,78.95,8.87,0,480.8,0,480.8,1.84,16.42,17.19,0.75,1.38,1.97,0.63,170.47,0,1,0,0,1,480.8,605.78,380.8,6,480.8,480.8,8.87,Marketed Lead
62404548,0.3904,280.04,150.61,169.39,7.1,110.26,717.4,0,717.4,16.36,23.61,20.99,2.25,2.87,3.58,0.62,437.36,0,1,0,0,1,717.4,1144.6,717.4,2,717.4,717.4,117.36,Marketed Lead
68987166,0.8951,186.67,0,21.88,0,0,208.55,0,208.55,0,10.49,0,0.25,0.38,0,-0.25,21.88,0,1,0,0,1,208.55,209.55,208.55,4,208.55,208.55,0,Marketed Lead
69027091,0.7345,912.59,94.57,128.41,26.75,80.23,1491.55,0,1441.55,10.02,12.02,8.85,2.75,2.25,2.25,-0.5,329.96,0,1,0,0,1,1441.55,1544.69,1242.55,3,1068.09,1068.09,106.98,Marketed Lead
69033443,0.7072,1880.58,261.29,354.79,0,162.41,2759.07,0,2759.07,5.89,12.86,9.47,6,6.22,6.22,0.22,778.49,0,1,0,0,1,2759.07,3152.3,2659.07,2,2759.07,2759.07,162.41,Marketed Lead
69035094,0,-608.41,181.92,215.91,104.36,106.22,0,0,0,0,0,0,2,3.78,4.53,1.78,608.41,0,0,0,1,0,0,0,0,0,0,0,210.58,Marketed Lead
72939663,0.6028,208.19,63.24,69.44,4.52,0,445.39,0,445.39,1.01,15.59,14.2,0.75,1.22,1.6,0.47,137.2,0,1,0,0,1,445.39,409.34,345.39,3,445.39,445.39,4.52,Marketed Lead
72939681,0.6928,276.92,61.94,60.87,0,0,399.73,0,399.73,0,15.23,15.5,0.5,1.07,1.57,0.57,122.81,0,1,0,0,1,399.73,451.73,399.73,4,399.73,399.73,0,Marketed Lead
72999728,-1.669,-81.78,72.76,58.02,0,0,49,0,49,0,118.41,148.49,0,1.02,1.88,1.02,130.78,0,0,0,0,0,49,99,49,3,49,49,0,Marketed Lead
73004189,-1.5248,-75.86,70.44,55.17,0,0,0,0,0,0,0,0,0,0.97,1.75,0.97,125.61,0,0,0,0,0,0,0,49.75,0,0,0,0,Marketed Lead
69058244,-1.394,-68.3,73.55,43.75,0,0,49,0,49,0,0,0,0,0.77,1.75,0.77,117.3,0,1,0,0,0,49,99,49,3,0,0,0,Marketed Lead
69063724,0.3777,60.98,76.36,24.12,0,0,161.46,0,161.46,0,14.94,47.29,0.25,1.23,1.82,0.98,100.48,0,1,0,0,1,161.46,161,161.46,1,161.46,161.46,0,Marketed Lead
69071261,0.8039,2138.69,158.32,162.65,200.84,0,2660.5,0,2660.5,7.55,6.11,5.95,4,2.85,3.45,-1.15,521.81,0,1,0,0,1,2660.5,3146,2660.5,2,2660.5,2660.5,200.84,Marketed Lead
69072801,0.6283,632.75,149.2,175.97,49.15,0,1057.06,0,1007.06,4.88,17.47,14.82,2.5,3.08,3.55,0.58,374.31,0,1,0,0,1,1007.06,1304.02,1007.06,5,1007.06,1007.06,49.15,Marketed Lead
69090414,-0.3655,-18.2,50.07,17.93,0,0,0,0,0,0,0,0,0,0.87,1.27,0.87,68,0,0,0,0,0,0,0,49.8,0,0,0,0,Marketed Lead
73004707,0.9191,2048.87,112.99,65.63,1.71,0,2179.45,0,2179.45,0.08,3.01,5.18,3.25,1.15,2.95,-2.1,180.33,0,1,0,0,1,2179.45,2564.07,2229.2,4,2179.45,2179.45,1.71,Marketed Lead
66895311,0.1742,24.04,70.21,43.75,0,0,277,0,277,0,15.8,25.35,0.25,0.77,1.83,0.52,113.96,0,1,0,0,1,277,161,138,2,277,277,0,Marketed Lead
66958290,0.5173,97.63,44.83,46.29,0,0,238.75,0,188.75,0,24.52,23.75,0.25,0.78,1.07,0.53,91.12,0,1,0,0,1,188.75,322.01,188.75,3,188.75,188.75,0,Marketed Lead
66963072,0,-175.67,84.67,91,0,0,0,0,0,0,0,0,2,1.52,2.05,-0.48,175.67,0,0,0,1,0,0,0,0,0,0,0,0,Marketed Lead
66965003,0.564,1179.74,411.06,282.75,85.63,132.67,2230.85,0,2230.85,9.79,12.67,18.43,5,9.33,10.2,4.33,912.11,0,1,0,0,1,2230.85,2871.61,2091.85,2,2230.85,2230.85,218.3,Marketed Lead
66998604,0.5274,5506.5,615.74,662.96,549.42,3106.12,10440.75,0,10440.75,35.01,6.35,5.9,9,11.62,12.15,2.62,4934.25,0,1,0,0,1,10440.75,10770.15,10440.75,2,10440.75,10440.75,3655.54,Marketed Lead
67000006,0,-34.34,9.11,13,0,12.23,0,0,0,0,0,0,2,0.22,0.22,-1.78,34.34,0,0,0,1,0,0,0,0,0,0,0,12.23,Marketed Lead
67004252,0.1456,7.14,30.83,11.03,0,0,49,0,49,0,0,0,0,0.53,0.73,0.53,41.86,0,1,0,0,0,49,99,49,0,0,0,0,Marketed Lead
67018692,0.5251,580,193.42,308.18,5,17.98,1303.58,0,1303.58,1.76,23.64,14.84,3,5.4,5.05,2.05,524.58,0,1,0,0,1,1303.58,1532.42,1104.58,4,1303.58,1303.58,22.98,Marketed Lead
67065986,0.4562,209.3,140.11,109.38,0,0,597.79,0,597.79,0,30.68,39.3,1,1.92,2.77,0.92,249.49,0,1,0,0,1,597.79,705.67,458.79,4,356.49,356.49,0,Marketed Lead
67070927,0.7665,888.76,134.84,103,32.9,0,1408.5,0,1408.5,2.34,7.31,9.57,2,1.72,2.42,-0.28,270.74,0,1,0,0,1,1408.5,1781.36,1159.5,3,1408.5,1408.5,32.9,Marketed Lead
67081428,0.0694,20.6,126.79,128,21.62,0,347.01,0,297.01,6.23,36.89,36.54,0.75,2.13,3.02,1.38,276.41,0,1,0,0,1,297.01,480.65,297.01,3,347.01,347.01,21.62,Marketed Lead
79628402,0.529,706.33,301.72,327.14,0,0,1335.19,0,1335.19,0,24.5,22.6,3.49,6.43,7.3,2.94,628.86,0,1,0,0,1,1335.19,1519.34,1335.19,2,1335.19,1286.19,0,Marketed Lead
79722877,0,-79.04,44.8,34.24,0,0,0,0,0,0,0.64,0.84,0.5,0.6,1.13,0.1,79.04,0,0,0,0,0,0,0,0,4,5332.8,5332.8,0,Marketed Lead
79782005,0.5795,226.08,105.42,57.07,1.54,0,390.11,0,390.11,0.39,14.63,27.02,1.52,1,2.03,-0.52,164.03,0,1,0,0,1,390.11,440.11,390.11,1,390.11,390.11,1.54,Marketed Lead
79843158,-0.1578,-14.04,42.17,60.87,0,0,89,0,89,0,68.4,47.38,1,1.07,1.07,0.07,103.04,0,1,0,0,1,89,89,89,5,89,89,0,Marketed Lead
79844977,-0.7211,-35.87,45.23,40.39,0,0,0,0,0,0,0,0,0,0.67,1.08,0.67,85.62,0,0,0,0,0,0,0,49.75,0,0,0,0,Marketed Lead
79905009,0.7287,895.38,88.94,43.45,200.89,0,1228.66,0,1228.66,16.35,3.54,7.24,3,2.1,2.25,-0.9,333.28,0,1,0,0,1,1228.66,1586.99,1228.66,2,1228.66,1228.66,200.89,Marketed Lead
79923059,0.3455,107.46,114.91,88.64,0,0,311,0,311,0,0,0,0.25,1.5,2,1.25,203.55,0,1,0,0,1,311,460,311,4,0,0,0,Marketed Lead
79946357,0.7027,440.03,93.55,69.92,22.68,0,701.18,0,626.18,3.62,11.17,14.94,1.93,1.18,1.18,-0.75,186.15,0,1,0,0,1,626.18,947.45,626.18,2,626.18,626.18,22.68,Marketed Lead
79971825,-0.8704,-42.65,67.2,24.45,0,0,49,0,49,0,49.9,137.14,2,1.25,1.7,-0.75,91.65,0,1,0,0,0,49,99,49,1,49,49,0,Marketed Lead
80001907,0,-51.09,27.45,23.64,0,0,0,0,0,0,0,0,0,0.4,0.72,0.4,51.09,0,0,0,0,0,0,0,0,0,0,0,0,Marketed Lead
73165071,0,-59.36,35.58,23.78,0,0,0,0,0,0,0,0,0,0.42,0.9,0.42,59.36,0,1,0,0,0,0,0,0,2,0,0,0,Marketed Lead
80007676,-0.3058,-14.98,47.43,16.55,0,0,49,0,49,0,33.78,96.8,0,0.8,1.2,0.8,63.98,0,1,0,0,0,49,99,49,3,49,49,0,Marketed Lead
69091418,-2.4439,-217.51,136.25,170.26,0,0,89,0,89,0,0,0,1.5,2.98,3.02,0.48,306.51,0,1,0,0,1,89,89,89,3,0,0,0,Marketed Lead
69094493,0.7141,442.1,70.75,96.07,10.2,0,619.12,0,619.12,1.65,15.52,11.43,1.75,1.68,1.68,-0.07,177.02,0,1,0,0,1,619.12,748.58,619.12,1,619.12,619.12,10.2,Marketed Lead
69114996,-3.2809,-81.2,55.54,50.41,0,0,0,0,0,0,0,0,0,0.88,1.38,0.88,105.95,0,0,0,0,0,0,0,24.75,4,0,0,0,Marketed Lead
69172255,0.5354,1508.75,149.21,180.72,239.07,0,2817.75,740,2817.75,34.75,6.41,5.3,8,3.17,3.55,-4.83,1309,0,1,0,0,1,2817.75,3333,2817.75,2,2817.75,2817.75,979.07,Marketed Lead
69497615,0.3579,759.69,575.19,723.84,63.79,0,2371.51,0,2371.51,0.68,7.69,6.11,3.75,12.68,14.25,8.93,1362.82,0,1,0,0,1,2371.51,2629.94,2122.51,2,9406.85,8074.8,63.79,Marketed Lead
69502410,0.8297,2586.66,135.9,145.53,249.68,0,3117.77,0,3117.77,8.01,4.67,4.36,5,2.55,3.22,-2.45,531.11,0,1,0,0,1,3117.77,3716.28,3117.77,1,3117.77,3117.77,249.68,Marketed Lead
69580689,0.2679,43.26,83.01,35.19,0,0,161.46,0,161.46,0,21.8,51.41,0.25,0.62,1.32,0.37,118.2,0,1,0,0,1,161.46,161,161.46,4,161.46,161.46,0,Marketed Lead
69602482,0.3758,56.36,64.15,29.49,0,0,150,0,150,0,19.66,42.77,0.75,0.52,1.12,-0.23,93.64,0,1,0,0,0,150,150,150,3,150,150,0,Marketed Lead
69604772,0,-157.42,140.42,17,0,0,0,0,0,0,0,0,2,0.28,2.28,-1.72,157.42,0,0,0,1,0,0,0,0,0,0,0,0,Marketed Lead
69610973,0.5644,853.26,185.63,209.26,0,263.61,1511.76,0,1511.76,17.44,13.84,12.28,1.25,3.67,4.42,2.42,658.5,0,1,0,0,1,1511.76,1824.89,1511.76,2,1511.76,1511.76,263.61,Marketed Lead
69629343,0.6037,862.07,163.92,186.43,43.62,171.93,1527.96,0,1427.96,42.57,36.82,32.37,1.5,3.27,3.9,1.77,565.89,0,1,0,0,1,1427.96,1820.38,1427.96,1,506.39,221.06,215.55,Marketed Lead
54943687,0,-54.95,37.83,17.12,0,0,0,0,0,0,0,0,0.5,0.3,0.9,-0.2,54.95,0,1,0,0,0,0,0,0,2,0,0,0,Marketed Lead
62425693,0.6915,220.41,57.44,40.9,0,0,318.75,0,318.75,0,12.83,18.02,0.5,0.72,1.37,0.22,98.34,0,1,0,0,1,318.75,506.56,318.75,3,318.75,318.75,0,Marketed Lead
62448068,0.6712,1700.08,214.35,96.55,89.25,432.77,2533,0,2533,20.61,3.81,8.46,4,4.67,5.1,0.67,832.92,0,1,0,0,1,2533,3487.39,2533,3,2533,2533,522.02,Marketed Lead
62452680,0.5159,920.81,0,241.28,282.9,340,1785,0,1785,34.9,13.52,0,3,4.08,4.55,1.08,864.19,0,1,0,0,1,1785,2413.72,1785,1,1785,1785,622.9,Marketed Lead
62475195,0.7872,2217.63,168.12,214.01,174.24,43,2817,0,2817,7.71,7.6,5.97,4,3.75,4,-0.25,599.37,0,1,0,0,1,2817,3333,2817,3,2817,2817,217.24,Marketed Lead
62476616,0,-65.26,39.58,25.68,0,0,0,0,0,0,0,0,0,0.45,1.03,0.45,65.26,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
62483549,0.6541,1460.67,538.05,32.75,0,201.48,2332.95,0,2332.95,0,0,0,4,9.58,10.58,5.58,772.28,0,1,0,0,1,2332.95,3388.79,2232.95,0,0,0,201.48,Marketed Lead
62483985,-0.8659,-42.43,43.43,48,0,0,49,0,49,0,97.96,88.63,0,0.8,1.03,0.8,91.43,0,1,0,0,0,49,99,49,3,49,49,0,Marketed Lead
73092248,-10.6666,-106.67,64.47,52.2,0,0,0,0,0,0,0,0,1.89,0.88,1.68,-1.01,116.67,0,0,0,0,0,0,330.59,10,7,0,0,0,Marketed Lead
73114357,-3.3378,-138.52,105.97,74.05,0,0,0,0,0,0,0,0,0,1.93,2.77,1.93,180.02,0,1,0,0,0,0,0,41.5,0,0,0,0,Marketed Lead
73182109,0,-121.36,63.25,58.11,0,0,49,0,0,0,0,0,0,0.98,1.6,0.98,121.36,0,1,0,0,0,0,99,0,3,0,0,0,Marketed Lead
67087948,0,-112.87,37.8,6.07,69,0,0,0,0,17.78,1.56,9.74,0,0.88,1.05,0.88,112.87,0,0,0,0,0,0,0,0,4,388.12,388.12,69,Marketed Lead
67129294,0,-90.84,38.53,52.31,0,0,0,0,0,0,4.79,3.53,0,0.92,0.92,0.92,90.84,0,0,0,0,0,0,0,0,3,1092.93,1092.93,0,Marketed Lead
67137348,0,-81.63,60.94,20.69,0,0,199,0,199,0,10.4,30.62,0,1,1.45,1,81.63,0,1,0,1,1,199,0,0,2,199,0,0,Marketed Lead
67191621,0,-104.87,78.46,26.41,0,0,0,0,0,0,0,0,0,1.35,1.87,1.35,104.87,0,1,0,0,0,0,0,0,3,0,0,0,Marketed Lead
80124913,0.7583,227.37,29.65,42.8,0,0,299.82,0,299.82,0,0,0,0.5,0.75,0.75,0.25,72.45,0,1,0,0,1,299.82,352.73,299.82,0,0,0,0,Marketed Lead
80139770,0,-153.47,76.43,77.04,0,0,0,0,0,0,0,0,0.5,1.35,1.93,0.85,153.47,0,1,0,0,0,0,266,0,0,0,0,0,Marketed Lead
80146305,-0.0691,-16.49,113.52,141.72,0,0,238.75,0,238.75,0,59.36,47.55,0.25,2.48,2.77,2.23,255.24,0,1,0,0,1,238.75,260,238.75,2,238.75,238.75,0,Marketed Lead
62484936,-0.6046,-29.62,43.43,35.19,0,0,49,0,49,0,0,0,0,0.62,1.03,0.62,78.62,0,1,0,0,0,49,99,49,0,0,0,0,Marketed Lead
62552388,-2.8131,-137.84,81.26,105.58,0,0,49,0,49,0,0,0,0,1.85,1.93,1.85,186.84,0,1,0,0,0,49,99,49,4,0,0,0,Marketed Lead
62581583,0.4897,274.29,121.18,118.29,46.39,0,560.15,0,560.15,8.28,21.12,21.63,1,2,2.88,1,285.86,0,1,0,0,1,560.15,890.68,560.15,6,560.15,560.15,46.39,Marketed Lead
80260083,0,-244.42,160.33,84.09,0,0,199,0,199,0,0,0,2,3.98,3.98,1.98,244.42,0,0,0,0,0,199,0,0,1,0,0,0,Marketed Lead
80266535,0,-71.47,39.13,32.34,0,0,0,0,0,0,0,0,0,0.57,0.9,0.57,71.47,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
80348657,0.4602,1278.67,208.2,263.47,0,1028.18,2778.52,0,2778.52,37,9.48,7.49,5,4.62,5.25,-0.38,1499.85,0,1,0,0,1,2778.52,3464.49,2778.52,2,2778.52,2778.52,1028.18,Marketed Lead
80348878,0.7521,966.18,135.4,156.94,26.1,0,1483.63,0,1483.63,1.76,10.58,9.13,2,2.75,3.3,0.75,318.45,0,1,0,0,1,1483.63,1582.24,1284.63,1,1483.63,1483.63,26.1,Marketed Lead
69630529,0.7873,896.44,104.37,118.9,18.9,0,1138.61,0,1138.61,2.82,17.73,15.56,2.75,2.08,2.48,-0.67,242.17,0,1,0,0,1,1138.61,1236.22,1138.61,1,670.64,670.64,18.9,Marketed Lead
69652739,0.4817,190.47,78.46,110.3,16.15,0,395.38,0,395.38,4.68,31.94,22.72,1,2.95,3.45,1.95,204.91,0,1,0,0,1,395.38,460.33,395.38,1,345.39,345.39,16.15,Marketed Lead
66998219,0,-51.21,21.72,29.49,0,0,0,0,0,0,0,0,0.5,0.52,0.52,0.02,51.21,0,1,0,0,0,0,0,0,8,0,0,0,Marketed Lead
69688468,0,-71.9,56.04,15.86,0,0,0,0,0,0,0.49,1.74,0,0.77,1.33,0.77,71.9,0,0,0,0,0,0,0,0,3,3217.72,3217.72,0,Marketed Lead
73182128,0.4272,284.13,142.97,206.4,31.62,0,665.12,0,665.12,4.75,31.03,21.5,0.75,3.62,3.62,2.87,380.99,0,1,0,0,1,665.12,718.12,665.12,2,665.12,665.12,31.62,Marketed Lead
73231763,-1.3957,-68.39,69.83,47.56,0,0,49,0,49,0,0,0,0,0.83,1.77,0.83,117.39,0,1,0,0,0,49,99,49,2,0,0,0,Marketed Lead
73232282,0.6566,523.1,112.83,118.9,41.81,0,956.64,0,796.64,4.37,12.43,11.79,1.75,2.08,2.75,0.33,273.54,0,1,0,0,1,796.64,1104.23,796.64,4,956.64,956.64,41.81,Marketed Lead
73291813,0.6874,164.71,51.39,17.59,5.91,0,424.6,0,239.6,2.76,8.2,23.95,0.75,0.85,1.3,0.1,74.89,0,1,0,0,1,239.6,474.29,239.6,3,214.6,239.6,5.91,Marketed Lead
73299097,0.5545,626.09,220.05,201.65,81.42,0,1229.21,0,1229.21,0,0,0,4.18,3.53,4,-0.65,503.12,0,1,0,0,1,1229.21,1339.98,1129.21,0,0,0,81.42,Marketed Lead
73302141,0.5105,176.34,69.18,99.87,0,0,445.39,0,445.39,0,22.42,15.53,0.75,1.75,1.75,1,169.05,0,1,0,0,1,445.39,409.34,345.39,3,445.39,445.39,0,Marketed Lead
73325455,-0.5621,-23.33,51.38,13.45,0,0,0,0,0,0,0,0,0,0.65,1.3,0.65,64.83,0,1,0,0,0,0,0,41.5,0,0,0,0,Marketed Lead
73338255,0.5363,289.9,122.89,127.46,0.28,0,540.52,0,540.52,0.05,23.58,22.74,1,2.23,2.57,1.23,250.62,0,1,0,0,1,540.52,673.37,540.52,3,540.52,540.52,0.28,Marketed Lead
62700260,-2.9112,-120.82,91.54,68.48,2.29,0,0,0,0,0,0,0,1.89,1.2,1.53,-0.69,162.32,0,0,0,0,0,0,330.59,41.5,4,0,0,2.29,Marketed Lead
62710990,0.6672,277.05,64.44,65.63,8.1,0,415.22,0,415.22,0,0,0,1,1.15,1.53,0.15,138.17,0,1,0,0,1,415.22,664.97,415.22,0,0,0,8.1,Marketed Lead
62714617,0,-139.7,63.61,76.09,0,0,249,0,249,0,0,0,0,1.33,1.65,1.33,139.7,0,1,0,0,1,249,0,0,0,0,0,0,Marketed Lead
62731463,0.8009,2256.76,184.93,84.83,248.14,43,2817.65,0,2817.65,10.87,3.17,6.91,4.75,4.1,4.4,-0.65,560.9,0,1,0,0,1,2817.65,3709.7,2817.65,4,2677.4,2677.4,291.14,Marketed Lead
62739300,-4.2735,-105.77,65.84,64.68,0,0,0,0,0,0,0,0,0.5,1.13,1.57,0.63,130.52,0,0,0,0,0,0,266,24.75,2,0,0,0,Marketed Lead
60986696,0,-26.59,0,26.59,0,0,0,0,0,0,0,0,0,0.45,0.72,0.45,26.59,0,0,1,0,0,0,0,0,2,0,0,0,Marketed Lead
62811749,0.6997,1099.71,106.48,126.51,238.95,0,1571.65,0,1571.65,15.2,8.05,6.78,2.25,2.22,2.53,-0.03,471.94,0,1,0,0,1,1571.65,2496.83,1571.65,3,1571.65,1571.65,238.95,Marketed Lead
